sub_domain,topic_area,question,level,hints,model_prompt,row_id,,,
"Corporate Finance","Political Economy of Finance","What is the political economy of finance?",5,"The political economy of finance is the study of how political factors influence financial markets and institutions. It includes the study of financial regulation, central banking, and international finance.","You are a political economist of finance. Write an essay on the political economy of finance. The essay should have sections for 'The Politics of Financial Regulation', 'The Political Economy of Central Banking', and 'The Political Economy of International Finance'. Do NOT invent numeric values; list missing fields if required.","CORP_0135"
"Corporate Finance","Gender and Finance","What is the relationship between gender and finance?",4,"Gender and finance is the study of how gender influences financial decision-making, access to finance, and financial outcomes.","You are a gender and finance scholar. Write an essay on the relationship between gender and finance. The essay should have sections for 'Gender Differences in Financial Literacy', 'The Gender Gap in Access to Finance', and 'The Impact of Gender on Financial Outcomes'. Do NOT invent numeric values; list missing fields if required.","CORP_0136"
"Corporate Finance","Race and Finance","What is the relationship between race and finance?",4,"Race and finance is the study of how race influences financial decision-making, access to finance, and financial outcomes.","You are a race and finance scholar. Write an essay on the relationship between race and finance. The essay should have sections for 'Racial Differences in Financial Literacy', 'The Racial Gap in Access to Finance', and 'The Impact of Race on Financial Outcomes'. Do NOT invent numeric values; list missing fields if required.","CORP_0137"
"Corporate Finance","Climate Finance","What is climate finance?",4,"Climate finance is finance that is used to support climate change mitigation and adaptation activities.","You are a climate finance expert. Create a 'Climate Finance Landscape' report in Markdown. The report should have sections for 'Sources of Climate Finance', 'Uses of Climate Finance', and 'Challenges and Opportunities in Climate Finance'. Do NOT invent numeric values; list missing fields if required.","CORP_0138"
"Corporate Finance","Development Finance","What is development finance?",4,"Development finance is finance that is used to support economic development in developing countries.","You are a development finance expert. Create a 'Development Finance Landscape' report in Markdown. The report should have sections for 'Sources of Development Finance', 'Uses of Development Finance', and 'Challenges and Opportunities in Development Finance'. Do NOT invent numeric values; list missing fields if required.","CORP_0139"
"Corporate Finance","Public Finance","What is public finance?",4,"Public finance is the study of the role of the government in the economy. It includes the study of taxation, government spending, and public debt.","You are a public finance economist. Write an essay on public finance. The essay should have sections for 'The Principles of Taxation', 'The Economics of Government Spending', and 'The Management of Public Debt'. Do NOT invent numeric values; list missing fields if required.","CORP_0140"
"Corporate Finance","Personal Finance","What is personal finance?",2,"Personal finance is the management of money and financial decisions for an individual or family including budgeting, investments, retirement planning and investments.","You are a personal finance advisor. Create a 'Personal Finance Checklist' in Markdown. The checklist should have sections for 'Budgeting', 'Saving', 'Investing', and 'Retirement Planning'. Do NOT invent numeric values; list missing fields if required.","CORP_0141"
"Corporate Finance","Financial Education","What is financial education?",2,"Financial education is the process of teaching individuals about personal finance and economics.","You are a financial educator. Create a 'Financial Education Curriculum' in Markdown. The curriculum should have sections for 'Introduction to Personal Finance', 'Budgeting and Saving', 'Investing for the Future', and 'Retirement Planning'. Do NOT invent numeric values; list missing fields if required.","CORP_0142"
"Corporate Finance","Financial Literacy","What is financial literacy?",2,"Financial literacy is the ability to understand and effectively use various financial skills, including personal financial management, budgeting, and investing.","You are a financial literacy advocate. Create a 'Financial Literacy Quiz' in Markdown. The quiz should have at least 10 multiple-choice questions that test basic financial knowledge. Do NOT invent numeric values; list missing fields if required.","CORP_0143"
"Corporate Finance","Financial Capability","What is financial capability?",3,"Financial capability is the combination of financial literacy, financial behavior, and access to financial services.","You are a financial capability researcher. Write an essay on financial capability. The essay should have sections for 'The Components of Financial Capability', 'The Measurement of Financial Capability', and 'The Promotion of Financial Capability'. Do NOT invent numeric values; list missing fields if required.","CORP_0144"
"Corporate Finance","Financial Well-being","What is financial well-being?",3,"Financial well-being is a state in which a person can fully meet their current and ongoing financial obligations, can feel secure in their financial future, and is able to make choices that allow them to enjoy life.","You are a financial wellness coach. Create a 'Financial Well-being Assessment' in Markdown. The assessment should have a list of questions that help individuals to assess their own financial well-being. Do NOT invent numeric values; list missing fields if required.","CORP_0145"
"Corporate Finance","Financial Psychology","What is financial psychology?",4,"Financial psychology is the study of how psychological factors influence financial decision-making. It includes the study of behavioral biases, such as overconfidence and loss aversion.","You are a financial psychologist. Write an essay on financial psychology. The essay should have sections for 'The Psychology of Money', 'The Psychology of Investing', and 'The Psychology of Debt'. Do NOT invent numeric values; list missing fields if required.","CORP_0146"
"Corporate Finance","Neurofinance","What is neurofinance?",5,"Neurofinance is the study of how the brain makes financial decisions. It uses tools and techniques from neuroscience to study the neural processes that underlie financial decision-making.","You are a neurofinance researcher. Write an essay on neurofinance. The essay should have sections for 'The Brain's Financial Decision-Making System', 'The Role of Emotions in Financial Decisions', and 'The Future of Neurofinance'. Do NOT invent numeric values; list missing fields if required.","CORP_0147"
"Corporate Finance","Experimental Finance","What is experimental finance?",5,"Experimental finance is the use of laboratory experiments to study financial markets and decision-making. It allows researchers to control the environment and to test specific hypotheses about financial behavior.","You are an experimental finance researcher. Design an experiment to test a specific hypothesis about financial behavior. The output should be a 'Research Proposal' in Markdown with sections for 'Research Question', 'Experimental Design', and 'Data Analysis Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0148"
"Corporate Finance","Computational Finance","What is computational finance?",5,"Computational finance is the use of computers to solve complex financial problems. It includes the use of numerical methods, such as Monte Carlo simulation, to value financial instruments and to manage risk.","You are a computational finance expert. For a complex financial problem, create a 'Computational Finance Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0149"
"Corporate Finance","Mathematical Finance","What is mathematical finance?",5,"Mathematical finance is the use of mathematical models to solve complex financial problems. It includes the use of stochastic calculus to model the prices of financial assets.","You are a mathematical finance expert. For a complex financial problem, create a 'Mathematical Finance Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0150"
"Corporate Finance","Statistical Finance","What is statistical finance?",5,"Statistical finance is the use of statistical methods to analyze financial data. It includes the use of time series analysis to forecast stock prices and to measure risk.","You are a statistical finance expert. For a specific financial dataset, create a 'Statistical Finance Analysis' in Markdown. The analysis should have sections for 'Data Description', 'Statistical Analysis', and 'Key Findings'. Do NOT invent numeric values; list missing fields if required.","CORP_0151"
"Corporate Finance","Econophysics","What is econophysics?",5,"Econophysics is the use of physics-based models to study financial markets. It includes the use of statistical mechanics to model the behavior of financial agents.","You are an econophysicist. For a specific financial market, create an 'Econophysics Model' in Markdown. The model should have sections for 'Model Assumptions', 'Model Equations', and 'Model Predictions'. Do NOT invent numeric values; list missing fields if required.","CORP_0152"
"Corporate Finance","Network Finance","What is network finance?",5,"Network finance is the study of how social networks influence financial markets and institutions. It includes the study of how information flows through financial networks and how financial contagion can spread.","You are a network finance researcher. For a specific financial network, create a 'Network Finance Analysis' in Markdown. The analysis should have sections for 'Network Description', 'Network Analysis', and 'Key Findings'. Do NOT invent numeric values; list missing fields if required.","CORP_0153"
"Corporate Finance","Agent-Based Finance","What is agent-based finance?",5,"Agent-based finance is the use of computer simulations to study financial markets. It involves creating a virtual market with a large number of interacting agents, and then studying how the market evolves over time.","You are an agent-based finance researcher. For a specific financial market, create an 'Agent-Based Model' in Markdown. The model should have sections for 'Agent Description', 'Market Description', and 'Simulation Results'. Do NOT invent numeric values; list missing fields if required.","CORP_0154"
"Corporate Finance","Big Data in Finance","How can we use big data to improve our financial decision-making?",5,"Big data can be used to identify new investment opportunities, to manage risk more effectively, and to provide more personalized financial services to our clients.","You are a big data in finance expert. For a specific financial problem, create a 'Big Data Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0155"
"Corporate Finance","Artificial Intelligence in Finance","How can we use artificial intelligence (AI) to improve our financial decision-making?",5,"AI can be used to automate tasks, to identify patterns in data, and to make predictions about future market movements.","You are an AI in finance expert. For a specific financial problem, create an 'AI Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0156"
"Corporate Finance","Machine Learning in Finance","How can we use machine learning (ML) to improve our financial decision-making?",5,"ML can be used to build predictive models that can be used to forecast stock prices, to measure risk, and to detect fraud.","You are a machine learning in finance expert. For a specific financial problem, create a 'Machine Learning Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0157"
"Corporate Finance","Deep Learning in Finance","How can we use deep learning (DL) to improve our financial decision-making?",5,"DL is a type of machine learning that can be used to build very complex predictive models. It has been shown to be very effective in a wide range of financial applications, such as fraud detection and algorithmic trading.","You are a deep learning in finance expert. For a specific financial problem, create a 'Deep Learning Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0158"
"Corporate Finance","Natural Language Processing (NLP) in Finance","How can we use natural language processing (NLP) to improve our financial decision-making?",5,"NLP can be used to analyze text data, such as news articles and social media posts, to identify market sentiment and to make predictions about future market movements.","You are an NLP in finance expert. For a specific financial problem, create an 'NLP Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0159"
"Corporate Finance","Blockchain in Finance","How can we use blockchain to improve our financial system?",5,"Blockchain is a distributed ledger technology that can be used to create a more secure and transparent financial system. It has the potential to revolutionize a wide range of financial applications, such as payments, clearing, and settlement.","You are a blockchain in finance expert. For a specific financial application, create a 'Blockchain Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0160"
"Corporate Finance","Quantum Computing in Finance","How can we use quantum computing to solve complex financial problems?",5,"Quantum computing is a new type of computing that has the potential to solve certain problems much faster than classical computers. It has the potential to revolutionize a wide range of financial applications, such as portfolio optimization and risk management.","You are a quantum computing in finance expert. For a specific financial problem, create a 'Quantum Computing Solution' in Markdown. The solution should have sections for 'Problem Statement', 'Proposed Solution', and 'Implementation Plan'. Do NOT invent numeric values; list missing fields if required.","CORP_0161"
"Corporate Finance","Cybersecurity in Finance","How can we protect our financial system from cyberattacks?",5,"Cybersecurity is a critical issue for the financial system. Financial institutions need to have robust cybersecurity measures in place to protect themselves from cyberattacks.","You are a cybersecurity in finance expert. For a financial institution, create a 'Cybersecurity Plan' in Markdown. The plan should have sections for 'Threat Assessment', 'Vulnerability Assessment', and 'Risk Mitigation'. Do NOT invent numeric values; list missing fields if required.","CORP_0162"
"Corporate Finance","Data Privacy in Finance","How can we protect the privacy of our customers' financial data?",4,"Data privacy is a critical issue for the financial system. Financial institutions need to have robust data privacy measures in place to protect their customers' financial data.","You are a data privacy in finance expert. For a financial institution, create a 'Data Privacy Plan' in Markdown. The plan should have sections for 'Data Collection and Use', 'Data Security', and 'Data Breach Response'. Do NOT invent numeric values; list missing fields if required.","CORP_0163"
"Corporate Finance","Ethics in Finance","What are the ethical challenges facing the financial industry?",4,"The financial industry faces a number of ethical challenges, such as conflicts of interest, insider trading, and market manipulation.","You are an ethics in finance expert. Write an essay on the ethical challenges facing the financial industry. The essay should have sections for 'Conflicts of Interest', 'Insider Trading', and 'Market Manipulation'. Do NOT invent numeric values; list missing fields if required.","CORP_0164"
"Corporate Finance","Future of Finance","What is the future of finance?",5,"The future of finance is likely to be shaped by a number of trends, such as the rise of fintech, the globalization of finance, and the increasing importance of sustainable finance.","You are a futurist of finance. Write an essay on the future of finance. The essay should have sections for 'The Future of Money', 'The Future of Banking', and 'The Future of Investing'. Do NOT invent numeric values; list missing fields if required.","CORP_0165"
"Corporate Finance","Career in Finance","What are the different career paths in finance?",2,"There are a wide range of career paths in finance, such as investment banking, asset management, and corporate finance.","You are a finance career coach. Create a 'Finance Career Guide' in Markdown. The guide should have sections for 'Investment Banking', 'Asset Management', and 'Corporate Finance', with a brief description of each career path and the skills required. Do NOT invent numeric values; list missing fields if required.","CORP_0166"
"Corporate Finance","Finance for Non-Finance Professionals","What are the key financial concepts that non-finance professionals should understand?",2,"Non-finance professionals should have a basic understanding of financial statements, financial ratios, and the time value of money.","You are a finance for non-finance professionals instructor. Create a 'Finance for Non-Finance Professionals' course outline in Markdown. The course outline should have sections for 'Introduction to Financial Statements', 'Financial Ratio Analysis', and 'The Time Value of Money'. Do NOT invent numeric values; list missing fields if required.","CORP_0167"
"Corporate Finance","Finance for Startups","What are the key financial challenges facing startups?",3,"Startups face a number of financial challenges, such as raising capital, managing cash flow, and building a financial model.","You are a finance for startups consultant. For a new startup, create a 'Startup Finance Checklist' in Markdown. The checklist should have sections for 'Raising Capital', 'Cash Flow Management', and 'Financial Modeling'. Do NOT invent numeric values; list missing fields if required.","CORP_0168"
"Corporate Finance","Finance for Small Businesses","What are the key financial challenges facing small businesses?",3,"Small businesses face a number of financial challenges, such as managing cash flow, obtaining financing, and complying with tax laws.","You are a finance for small businesses consultant. For a new small business, create a 'Small Business Finance Checklist' in Markdown. The checklist should have sections for 'Cash Flow Management', 'Financing Options', and 'Tax Compliance'. Do NOT invent numeric values; list missing fields if required.","CORP_0169"
"Corporate Finance","Finance for Non-Profits","What are the key financial challenges facing non-profits?",3,"Non-profits face a number of financial challenges, such as fundraising, managing grants, and complying with non-profit accounting standards.","You are a finance for non-profits consultant. For a new non-profit, create a 'Non-Profit Finance Checklist' in Markdown. The checklist should have sections for 'Fundraising', 'Grant Management', and 'Non-Profit Accounting'. Do NOT invent numeric values; list missing fields if required.","CORP_0170"
"Corporate Finance","Finance for Government","What are the key financial challenges facing governments?",4,"Governments face a number of financial challenges, such as managing public debt, funding public services, and promoting economic growth.","You are a public finance expert. For a new government, create a 'Government Finance Checklist' in Markdown. The checklist should have sections for 'Public Debt Management', 'Public Service Funding', and 'Economic Growth Promotion'. Do NOT invent numeric values; list missing fields if required.","CORP_0171"
"Corporate Finance","Finance for Individuals and Families","What are the key financial challenges facing individuals and families?",2,"Individuals and families face a number of financial challenges, such as budgeting, saving for retirement, and managing debt.","You are a personal finance advisor. For a new client, create a 'Personal Finance Checklist' in Markdown. The checklist should have sections for 'Budgeting', 'Saving for Retirement', and 'Debt Management'. Do NOT invent numeric values; list missing fields if required.","CORP_0172"
"Corporate Finance","Financial Markets","What are the different types of financial markets?",3,"Financial markets can be broadly classified into two categories: capital markets and money markets. Capital markets are used to raise long-term finance, while money markets are used to raise short-term finance.","You are a financial markets expert. Create a 'Financial Markets Overview' in Markdown. The overview should have sections for 'Capital Markets' and 'Money Markets', with a brief description of each. Do NOT invent numeric values; list missing fields if required.","CORP_0173"
"Corporate Finance","Financial Institutions","What are the different types of financial institutions?",3,"Financial institutions can be broadly classified into two categories: depository institutions and non-depository institutions. Depository institutions, such as banks and credit unions, accept deposits from the public. Non-depository institutions, such as insurance companies and mutual funds, do not accept deposits.","You are a financial institutions expert. Create a 'Financial Institutions Overview' in Markdown. The overview should have sections for 'Depository Institutions' and 'Non-Depository Institutions', with a brief description of each. Do NOT invent numeric values; list missing fields if required.","CORP_0174"
"Corporate Finance","Financial Instruments","What are the different types of financial instruments?",3,"Financial instruments can be broadly classified into two categories: debt instruments and equity instruments. Debt instruments, such as bonds and loans, represent a loan made by an investor to a borrower. Equity instruments, such as stocks, represent an ownership interest in a company.","You are a financial instruments expert. Create a 'Financial Instruments Overview' in Markdown. The overview should have sections for 'Debt Instruments' and 'Equity Instruments', with a brief description of each. Do NOT invent numeric values; list missing fields if required.","CORP_0175"
"Corporate Finance","Financial Services","What are the different types of financial services?",3,"Financial services can be broadly classified into two categories: personal financial services and corporate financial services. Personal financial services are provided to individuals and families, while corporate financial services are provided to businesses.","You are a financial services expert. Create a 'Financial Services Overview' in Markdown. The overview should have sections for 'Personal Financial Services' and 'Corporate Financial Services', with a brief description of each. Do NOT invent numeric values; list missing fields if required.","CORP_0176"
"Corporate Finance","Financial System","What is the financial system?",3,"The financial system is the system that allows for the transfer of money between savers and borrowers. It includes financial markets, financial institutions, and financial instruments.","You are a financial system expert. Create a 'Financial System Overview' in Markdown. The overview should have sections for 'Financial Markets', 'Financial Institutions', and 'Financial Instruments', with a brief description of each. Do NOT invent numeric values; list missing fields if required.","CORP_0177"
"Corporate Finance","Financial Crises","What are the causes of financial crises?",5,"Financial crises can be caused by a number of factors, such as asset bubbles, credit booms, and regulatory failures.","You are a financial crisis expert. Write an essay on the causes of financial crises. The essay should have sections for 'Asset Bubbles', 'Credit Booms', and 'Regulatory Failures'. Do NOT invent numeric values; list missing fields if required.","CORP_0178"
"Corporate Finance","Financial Stability","How can we promote financial stability?",5,"Financial stability can be promoted by a number of measures, such as strong financial regulation, effective supervision of financial institutions, and a robust framework for crisis management.","You are a financial stability expert. Write an essay on how to promote financial stability. The essay should have sections for 'Financial Regulation', 'Supervision of Financial Institutions', and 'Crisis Management'. Do NOT invent numeric values; list missing fields if required.","CORP_0179"
"Corporate Finance","Financial Development","How can we promote financial development?",5,"Financial development can be promoted by a number of measures, such as strengthening financial institutions, developing financial markets, and improving access to finance.","You are a financial development expert. Write an essay on how to promote financial development. The essay should have sections for 'Strengthening Financial Institutions', 'Developing Financial Markets', and 'Improving Access to Finance'. Do NOT invent numeric values; list missing fields if required.","CORP_0180"
"Corporate Finance","Financial Globalization","What are the benefits and risks of financial globalization?",5,"Financial globalization has the potential to promote economic growth and development, but it also carries a number of risks, such as financial instability and contagion.","You are a financial globalization expert. Write an essay on the benefits and risks of financial globalization. The essay should have sections for 'The Benefits of Financial Globalization', 'The Risks of Financial Globalization', and 'Managing the Risks of Financial Globalization'. Do NOT invent numeric values; list missing fields if required.","CORP_0181"
"Corporate Finance","Financial Innovation","What are the drivers of financial innovation?",5,"Financial innovation is driven by a number of factors, such as technological change, regulatory change, and competition.","You are a financial innovation expert. Write an essay on the drivers of financial innovation. The essay should have sections for 'Technological Change', 'Regulatory Change', and 'Competition'. Do NOT invent numeric values; list missing fields if required.","CORP_0182"
"Corporate Finance","Financial Disruption","What are the sources of financial disruption?",5,"Financial disruption can be caused by a number of factors, such as new technologies, new business models, and new regulations.","You are a financial disruption expert. Write an essay on the sources of financial disruption. The essay should have sections for 'New Technologies', 'New Business Models', and 'New Regulations'. Do NOT invent numeric values; list missing fields if required.","CORP_0183"
"Corporate Finance","Future of Financial Services","What is the future of financial services?",5,"The future of financial services is likely to be shaped by a number of trends, such as the rise of fintech, the globalization of finance, and the increasing importance of sustainable finance.","You are a futurist of financial services. Write an essay on the future of financial services. The essay should have sections for 'The Future of Banking', 'The Future of Insurance', and 'The Future of Asset Management'. Do NOT invent numeric values; list missing fields if required.","CORP_0184"
"Corporate Finance","Future of Financial Markets","What is the future of financial markets?",5,"The future of financial markets is likely to be shaped by a number of trends, such as the rise of electronic trading, the globalization of finance, and the increasing importance of sustainable finance.","You are a futurist of financial markets. Write an essay on the future of financial markets. The essay should have sections for 'The Future of Stock Markets', 'The Future of Bond Markets', and 'The Future of Derivatives Markets'. Do NOT invent numeric values; list missing fields if required.","CORP_0185"
"Corporate Finance","Future of Financial Institutions","What is the future of financial institutions?",5,"The future of financial institutions is likely to be shaped by a number of trends, such as the rise of fintech, the globalization of finance, and the increasing importance of sustainable finance.","You are a futurist of financial institutions. Write an essay on the future of financial institutions. The essay should have sections for 'The Future of Banks', 'The Future of Insurance Companies', and 'The Future of Asset Managers'. Do NOT invent numeric values; list missing fields if required.","CORP_0186"
"Corporate Finance","Future of Financial Instruments","What is the future of financial instruments?",5,"The future of financial instruments is likely to be shaped by a number of trends, such as the rise of new technologies, the globalization of finance, and the increasing importance of sustainable finance.","You are a futurist of financial instruments. Write an essay on the future of financial instruments. The essay should have sections for 'The Future of Debt Instruments', 'The Future of Equity Instruments', and 'The Future of Derivatives'. Do NOT invent numeric values; list missing fields if required.","CORP_0187"
"Corporate Finance","Future of the Financial System","What is the future of the financial system?",5,"The future of the financial system is likely to be shaped by a number of trends, such as the rise of fintech, the globalization of finance, and the increasing importance of sustainable finance.","You are a futurist of the financial system. Write an essay on the future of the financial system. The essay should have sections for 'The Future of Money', 'The Future of Banking', and 'The Future of Investing'. Do NOT invent numeric values; list missing fields if required.","CORP_0188"
"Corporate Finance","Ethics of Financial Innovation","What are the ethical implications of financial innovation?",5,"Financial innovation can have a number of ethical implications, such as creating new risks, exacerbating inequality, and undermining financial stability.","You are an ethicist of financial innovation. Write an essay on the ethical implications of financial innovation. The essay should have sections for 'The Risks of Financial Innovation', 'The Inequality of Financial Innovation', and 'The Stability of Financial Innovation'. Do NOT invent numeric values; list missing fields if required.","CORP_0189"
"Corporate Finance","Ethics of Financial Disruption","What are the ethical implications of financial disruption?",5,"Financial disruption can have a number of ethical implications, such as creating new winners and losers, exacerbating inequality, and undermining financial stability.","You are an ethicist of financial disruption. Write an essay on the ethical implications of financial disruption. The essay should have sections for 'The Winners and Losers of Financial Disruption', 'The Inequality of Financial Disruption', and 'The Stability of Financial Disruption'. Do NOT invent numeric values; list missing fields if required.","CORP_0190"
"Corporate Finance","Ethics of the Future of Finance","What are the ethical implications of the future of finance?",5,"The future of finance has a number of ethical implications, such as the potential for increased inequality, the erosion of privacy, and the concentration of power.","You are an ethicist of the future of finance. Write an essay on the ethical implications of the future of finance. The essay should have sections for 'The Inequality of the Future of Finance', 'The Privacy of the Future of Finance', and 'The Power of the Future of Finance'. Do NOT invent numeric values; list missing fields if required.","CORP_0191"
"Corporate Finance","Career Advice for Finance Professionals","What is the best career advice for finance professionals?",3,"The best career advice for finance professionals is to be a lifelong learner, to be adaptable to change, and to be a good team player.","You are a finance career coach. Create a 'Career Advice for Finance Professionals' guide in Markdown. The guide should have sections for 'Lifelong Learning', 'Adaptability to Change', and 'Teamwork'. Do NOT invent numeric values; list missing fields if required.","CORP_0192"
"Corporate Finance","Finance for Everyone","What are the key financial concepts that everyone should understand?",2,"Everyone should have a basic understanding of budgeting, saving, investing, and retirement planning.","You are a finance for everyone instructor. Create a 'Finance for Everyone' course outline in Markdown. The course outline should have sections for 'Budgeting and Saving', 'Investing for the Future', and 'Retirement Planning'. Do NOT invent numeric values; list missing fields if required.","CORP_0193"
"Corporate Finance","Financial Freedom","How can I achieve financial freedom?",3,"Financial freedom is the state of having enough income to pay one's living expenses for the rest of one's life without having to be employed or dependent on others.","You are a financial freedom coach. Create a 'Financial Freedom Plan' in Markdown. The plan should have sections for 'Setting Financial Goals', 'Creating a Budget', and 'Investing for the Future'. Do NOT invent numeric values; list missing fields if required.","CORP_0194"
"Corporate Finance","Financial Independence","How can I achieve financial independence?",3,"Financial independence is the state of having enough income to pay one's living expenses for the rest of one's life without having to be employed or dependent on others.","You are a financial independence coach. Create a 'Financial Independence Plan' in Markdown. The plan should have sections for 'Setting Financial Goals', 'Creating a Budget', and 'Investing for the Future'. Do NOT invent numeric values; list missing fields if required.","CORP_0195"
"Corporate Finance","Early Retirement","How can I retire early?",4,"Early retirement is possible, but it requires careful planning and a lot of discipline. You need to save a large percentage of your income and invest it wisely.","You are an early retirement coach. Create an 'Early Retirement Plan' in Markdown. The plan should have sections for 'Setting a Retirement Goal', 'Creating a Savings Plan', and 'Investing for Early Retirement'. Do NOT invent numeric values; list missing fields if required.","CORP_0196"
"Corporate Finance","Financial Planning for Millennials","What are the key financial challenges facing millennials?",3,"Millennials face a number of financial challenges, such as student loan debt, high housing costs, and stagnant wages.","You are a financial planner for millennials. Create a 'Financial Plan for Millennials' in Markdown. The plan should have sections for 'Managing Student Loan Debt', 'Saving for a Down Payment', and 'Investing for the Future'. Do NOT invent numeric values; list missing fields if required.","CORP_0197"
"Corporate Finance","Financial Planning for Gen X","What are the key financial challenges facing Gen X?",3,"Gen Xers are in their peak earning years, but they also face a number of financial challenges, such as saving for retirement, paying for their children's college education, and caring for aging parents.","You are a financial planner for Gen X. Create a 'Financial Plan for Gen X' in Markdown. The plan should have sections for 'Retirement Planning', 'College Savings', and 'Elder Care'. Do NOT invent numeric values; list missing fields if required.","CORP_0198"
"Corporate Finance","Financial Planning for Baby Boomers","What are the key financial challenges facing baby boomers?",3,"Baby boomers are nearing retirement, and they face a number of financial challenges, such as managing their retirement savings, planning for long-term care, and leaving a legacy for their heirs.","You are a financial planner for baby boomers. Create a 'Financial Plan for Baby Boomers' in Markdown. The plan should have sections for 'Retirement Income Planning', 'Long-Term Care Planning', and 'Estate Planning'. Do NOT invent numeric values; list missing fields if required.","CORP_0199"
"Corporate Finance","Financial Planning for Retirees","What are the key financial challenges facing retirees?",3,"Retirees face a number of financial challenges, such as managing their retirement income, protecting their assets from inflation, and planning for long-term care.","You are a financial planner for retirees. Create a 'Financial Plan for Retirees' in Markdown. The plan should have sections for 'Retirement Income Management', 'Inflation Protection', and 'Long-Term Care Planning'. Do NOT invent numeric values; list missing fields if required.","CORP_0200"
"Insurance & Underwriting","Life Insurance Underwriting","How do we accurately assess the mortality risk of a life insurance applicant with a history of controlled diabetes?",4,"Review their medical records, HbA1c levels, and treatment compliance to determine the appropriate risk class.","You are a life insurance underwriter. Given an applicant's medical data (age, gender, diabetes_type, years_since_diagnosis, latest_hba1c_level, medication_list, comorbidities), provide an 'Underwriting Risk Assessment'. The output should be a JSON object with keys: 'risk_class_recommendation' (e.g., 'Standard', 'Table 2'), 'key_risk_factors', and 'required_additional_information'. Do NOT invent numeric values; list missing fields if required.","INS_0001"
"Insurance & Underwriting","Property & Casualty (P&C) Underwriting","What factors should we prioritize when underwriting a commercial property insurance policy for a building in a high-risk flood zone?",5,"Evaluate the building's elevation, flood-proofing measures, and the availability of private flood insurance or reinsurance.","You are a P&C underwriter. For a commercial property in a flood zone with data (building_value, flood_zone_designation, building_elevation, flood_mitigation_features), create a 'Flood Risk Underwriting Analysis'. The output should be a Markdown table with columns: 'Risk_Factor', 'Assessment', 'Mitigating_Factor', and 'Impact_on_Premium'. Do NOT invent numeric values; list missing fields if required.","INS_0002"
"Insurance & Underwriting","Claims Fraud Detection","How can we use predictive analytics to identify potentially fraudulent auto insurance claims at the first notice of loss?",4,"Analyze claim data for red flags like Monday morning reporting, multiple claimants, and pre-existing damage indicators.","You are a claims fraud analyst. Given new claim data (claim_id, time_of_accident, day_of_week_reported, number_of_claimants, vehicle_damage_description, prior_claims_history), generate a 'Fraud Propensity Score'. The output should be a JSON object with keys 'claim_id', 'fraud_score' (0-100), and 'top_fraud_indicators' (a list of red flags). Do NOT invent numeric values; list missing fields if required.","INS_0003"
"Insurance & Underwriting","Reinsurance Strategy","What is the optimal reinsurance structure for our property catastrophe program to protect against severe hurricane losses?",5,"Consider a combination of quota share, surplus, and excess of loss treaties to balance risk transfer and cost.","You are a reinsurance manager. Given your company's property portfolio data (total_insured_value, geographic_concentration, probable_maximum_loss_PML), propose a 'Property Catastrophe Reinsurance Structure'. The output should be a Markdown document outlining a multi-layered program with columns: 'Layer', 'Attachment_Point', 'Limit', and 'Reinsurance_Type' (e.g., 'Quota Share', 'Excess of Loss'). Do NOT invent numeric values; list missing fields if required.","INS_0004"
"Insurance & Underwriting","Pricing Models","How can we incorporate telematics data into our auto insurance pricing model to more accurately reflect individual driving behavior?",4,"Use data on mileage, speed, braking patterns, and time of day to create a usage-based insurance score.","You are an actuary. Given driver telematics data (driver_id, annual_mileage, hard_braking_events_per_1000_miles, speeding_incidents, nighttime_driving_percentage), develop a 'Telematics-Based Pricing Adjustment Factor'. The output should be a Markdown table showing the 'Driver_ID' and their corresponding 'Risk_Adjustment_Factor' (e.g., 0.85 for a safe driver, 1.25 for a risky driver). Do NOT invent numeric values; list missing fields if required.","INS_0005"
